Newspaper,Bank,Frequency,Year,Month,Day,Number,Readership,Title,Section,Text,State,branch,identifier,length,nwords,FSB,Bank_type,Depositors,coverage
New York Times,Citizens' Savings Bank,Daily,1865,4,7.0,Vol. XIV. No. 4223,General Audience,citizens' savings bank,Savings Banks,"citizens' savings bank. bowery, corner of canal st. six per cent interest allowed on all sums of $500 and under, and five per cent on larger amounts. money deposited on or before april 20 will draw interest from april 1. bank open daily from 10 to 3 and on monday, wednesday and friday evenings, from 5 to 7. bank-books in english. german and french. geo. folsom, president. seymour a. bunce, secretary. ",NY,New York City,1865040718204,404.0,71.0,0.0,Savings,,1865-1874
Freedman's Friend,FSB,Monthly,1865,4,,"Vol. I, no 7",African American,savings bank for freedmen,Notice,"a bill is pending in congress to incorporate a trust company to take charge of the money received by recently enfranchised slaves for bounties, wages, etc. it should not be passed. we are told, on good authority, that over $70,000 thus accumulated are now in the hands of army officers and others at port royal alone, placed with and held by them, simply, for lack of other places of deposit. it is a responsibility which they do not seek, and a risk to which the money of these poor people should not be exposed. the bill in question makes ample provision for the sake keeping of money ; the trustees are all men of standing, character and business experience, and the establishment of such a company would be a cheap, valuable, and welcome boon to the freedmen for whose advantage it is designed. there should not be no hesitation in congress in the passage of this bill. the bill was finally passed, at a late hour, before the close of the session.",PA,Philadelphia,1865040.10201,947.0,172.0,1.0,Savings,Minority,1865-1871
New York Times,New York Savings Bank,Daily,1865,5,1.0,Vol. XIV. No. 4243.,General Audience,new york savings bank,Savings Banks,"new york savings bank, corner of 14th-st and 8th-avs. open daily from 1 to 5 p.m. wednesdays and saturdays from 1 to 7 p.m. six per cent interest free from tax. deposits made on or before may 1 will draw interest from that date. thos. christy, president. robt. bull. secretary.",NY,New York City,1865050118202,288.0,51.0,0.0,Savings,,1865-1874
New York Times,Market Savings Bank,Daily,1865,5,1.0,Vol. XIV. No. 4243.,General Audience,market savings bank,Savings Banks,"market savings bank, no. 82 nassau st, new york. open daily. six per cent interest allowed. money deposited now will draw interest from may 1. james c. stoneall, president. henry r. conelin, secretary.",NY,New York City,1865050118201,201.0,33.0,0.0,Savings,,1865-1874
New York Daily Tribune,FSB,Daily,1865,6,13.0,"Vol. XXV, no 7546",General Audience,freedman's savings bank in richmond - reorganizing a colored church - getting rid of a rebel preacher - deliberations - what « uncle tom » said - an unanswerable speech - burrying money - a negro who had made enough - another meeting to be called,Articles,"mr. hewitt, first vice-president of the « fsb » of new york was here a few days ago for the purpose of establishing a branch in this city for the benefit of the colored people. it was arranged that he should present the subject to a meeting of the leading colored men, who were to be assembled for the purpose. at the hour appointed, mr. hewitt, accompanied by  mr. coo[c], superintendent of the colored schools, the rev. mr. dudley and mr. van vleet, repaired to the ebenezer church, where they found about 100 colored men earnestly engaged in reorganizing their church. this was a baptist church, and, according to virginia slave law, they were obliged to have a white pastor ; but, since their emancipation, they determined that they would get rid of the old rebel preacher, and have one who would give them the true gospel as preached in the north, as they had tried the southern religion long enough - i quote their own language. when we entered, they were busily engaged in discussing the propriety of adopting a written constitution. their new minister, a colored man from boston, was chairman of the meeting, the secretary being an intelligent mulatre, who kept the minutes as correctly as any white man could do. some of them thought the bible was constitution enough, while others maintained and gave good reasons for a different opinion. their discussions were conducted according to parliamentary law, which they seemed to understand quite well. to cut off debate, on a certain point, the previous question was called, and they went through the business correctly and without balting, which is not always the case in white deliberative bodies. there was quite a strong opposition to adopting the form of church government they were considering, and the tide of sentiment appeared to be setting against it, when an old « uncle tom » arose, and made an animated and sensible speech in favor of adopting the document before them, and which he had presented. in the course of his speech he told them the following history of the paper which they seemed about to reject. he said that a few years ago he happened to be in the country where some white brothers were organizing a baptist church, and they adopted the very same document he had given them. one of the brothers gave him a copy, which he at first refused, as he did not suppose it would ever be of any use to him, but something told him to keep it, for the time would come when his people would be free, and then they would want to have church organization, and so he kept it, and hid it away ; several white men tried to get it away from him, but when they wanted it he [?] had it, and now, thank god, we are free, and we want our own church - our own pastor, and our own constitution, god gave it to me and enabled me to keep it. i have this [?] placed it upon your table, and he meant that you should need it. you may think i am superstitious, but god has lately manifested this goodness toward us in such a remarkable manner that i believe he intended this for us, and i hope you will accept it. the speech was unanswerable, the vote was immediately taken and the document was unanimously adopted, and as soon as the result was declared they [?] down, and the good old man whose simple story had carried the point, made an eloquent and touching prayer, and when he prayed for the president of the united states and for the preservation of the union they all audibly and fervently united with him. having disposed of the business before them, they invited mr. hewitt to address them, when he clearly unfolded the plan for a saving bank. they listened with earnest attention, and at once comprehended the whole subject, but wished to hear the opinions of the other gentlemen, which were given in favor of the institution, and then they began. one man said that for the want of such a bank he had lost $3,000. he had always made plenty of money, but he had no place to keep it ; he had given some to white men to keep for him, and they had always kept it ; he had buried some and could never find it, and he was glad that now he could have some place to put his money where it would be safe. another said that during the war he buried $700 in gold, and someone had scratched it up. [a general laugh]. an amusing story was told of an old negro, who had been quite industrious and mande considerable money, but suddenly became indolent and no longer tried to accumulate wealth. when called upon for an explanation, he said he didn't want any money, for when he had it it gave him too much trouble and made him unhappy. he had no secure place to keep it ; he used to keep his door locked, his windows nailed down, and his chimney stopped up, to keep it from being stolen, and yet he lost it, and therefore the only way to be happy was not to be bothered with money. several interesting stories were told about the disposition of funds raised by them for benevolent and missionary purposes, and how those funds had been used by store dealers for the purpose of trading in stores, but which could not have been done if they had had a bank of their own. in discussing this matter they manifested a surprising degree of business shrewdness and intelligence. one old man wanted to know what security they would have that their money would be safe? mr. hewitt told him that the company was composed of a large number of the best and wealthiest men in the united states, but as they were not personally responsible, he could only trust to their honor and integrity of character. were there any old rebels and slaveholders among them, continued the inquirer? no, said mr. hewitt, they are all northern men, and your friends. « den, dat's all right », was the response from several. « but » continued the old man, « what's done wid de money ». that, said, mr. hewitt, is invested in united states stocks. at this reply, the old financier stood a moment as if in profound meditation, and then said with apparent satisfaction. « well, den, de bank can't break widont de united states breaks, and dar's no danger of that, though de rebels tried a mighty hard to break it », and took his seat amid a merry laugh. mr. hewitt proposed that they should consider this matter - call another meeting, and then appoint a committee to take the matter in hand ; but they told him that was not fast enough for them - they understood the matter - wanted the bank, and would immediately appoint a committee of fifteen to enter upon the business at once, which was done, and then passing a resolution of thanks for this new manifestation of friendship on the part of their white friends, resumed their church matters, and we retired surprised at the business intelligence and progressive character of these people. ",NY,New York City,1865061312201,6800.0,1236.0,1.0,Savings,Minority,1865-1872
New York Times,Mariners' Savings Bank,Daily,1865,6,20.0,Vol. XIV. No. 4286,General Audience,mariners' savings bank,Savings Banks,"mariners' savings institution. no 1 third av. in conformity with the act of the legislature, this institution will here after be known by the name of metropolitan savings bank. thos b. stillman, president. phillip w. engs, allan hay, vice-presidents. isaac t. smith, secretary.",NY,New York City,1865062018201,277.0,43.0,0.0,Savings,,1865-1874
New York Times,Metropolitan Savings Bank,Daily,1865,6,20.0,Vol. XIV. No. 4286,General Audience,metropolitan savings bank,Savings Banks,"metropolitan savings bank. no 1 3d av. open daily from 10 a.m. to 2 p.m. and on monday, wednesday and saturday evenings, from 5 to 7 p.m. money deposited at this time will be allowed interest from the 1st of july. thos b. stillman, president, phillip w. engs, allan hay, vice-presidents. isaac t. smith, secretary.",NY,New York City,1865062018202,314.0,55.0,0.0,Savings,,1865-1874
New York Times,Metropolitan Savings Bank,Daily,1865,6,20.0,Vol. XIV. No. 4286,General Audience,metropolitan savings bank,Savings Banks,"metropolitan savings bank, no. 1 2nd av. late mariners' savings institution. dividend. the trustees of this bank have this day declared a dividend of 5 and 6 per cent. free from tax on all deposits entitled thereto, payable on or after the 26th of july. thos b. stillman, president. phillip w. engs, allan hay, vice-presidents. isaac t. smith, secretary.",NY,New York City,1865062018204,365.0,60.0,0.0,Savings,,1865-1874
New York Times,Irving Savings Institution,Daily,1865,6,20.0,Vol. XIV. No. 4286,General Audience,irving savings institution,Savings Banks,"irving savings institution, no. 96 warren st. interest allowed at the rate of 6 per cent on all sums entitled there to. open daily from 10 to 2 p.m. and on monday, thursday and saturday afternoons from 4 to 7 p.m. n. r. - money to loan on bond and mortgage. walker w. concklin, president. vanderbilt l. buxton, secretary.",NY,New York City,1865062018203,321.0,59.0,0.0,Savings,,1865-1874
New York Times,Dime Savings Bank of Williamsburghh,Daily,1865,6,20.0,Vol. XIV. No. 4286,General Audience,union dime savings bank,Savings Banks,"union dime savings bank, no 420 canal st, corner of varick. open daily from 10 a.m. to 3 and on monday, wednesday and saturday evenings from 6 to 7 p.m. six per cent interest, free of tax, allowed on sums of $500 and under, and five per cent on larger sums. money deposited on or before july 1 will bear interest from that date. eder v. haughwout, president. gardner b. chapin, secretary. ",NY,New York City,1865062018205,400.0,73.0,0.0,Savings,,1865-1874
New York Times,Greenwich Savings Bank,Daily,1865,7,10.0,"Vol. XIV, No. 4302",General Audience,greenwich savings bank,Savings Banks,"greenwich savings bank, no. 73 8th av. june 30, 1865. july interest for 1865 - the board of trustees of this institution have directed that interest, at the rate of five per cent per annum on all sums of five hundred dollars and under, and of four per cent per annum on deposits over five hundred dollars, free from tax, be allowd to all depositors entitled thereto, payable on and after monday, july 17, 1865. all interest not drawn will draw interest from july 1, as principal. b. f. wheelwright, president. john s. dickerson, james bryce, secretaries.",NY,New York City,1865071018210,565.0,98.0,0.0,Savings,,1865-1874
